Epochs,N_modes,Loss
2241,6,2.2084743250161401e-03
2242,6,2.2085311356931899e-03
2243,6,2.2085909731686098e-03
2244,6,2.2086577955633402e-03
2245,6,2.2087311372160899e-03
2246,6,2.2088051773607701e-03
2247,6,2.2088745608925802e-03
2248,6,2.2089381236582999e-03
2249,6,2.20899935811758e-03
2250,6,2.2090629208833001e-03
2251,6,2.2091309074312401e-03
2252,6,2.20920168794692e-03
2253,6,2.2092720028013e-03
2254,6,2.2093402221798901e-03
2255,6,2.2094065789133302e-03
2256,6,2.2094722371548401e-03
2257,6,2.2095390595495701e-03
2258,6,2.2096075117588e-03
2259,6,2.20967666245997e-03
2260,6,2.2097458131611299e-03
2261,6,2.2098140325397301e-03
2262,6,2.2098817862570299e-03
2263,6,2.2099495399743301e-03
2264,6,2.2100177593529198e-03
2265,6,2.2100862115621601e-03
2266,6,2.2101548966020298e-03
2267,6,2.2102231159806299e-03
2268,6,2.2102911025285699e-03
2269,6,2.21035862341523e-03
2270,6,2.2104263771325302e-03
2271,6,2.2104938980191898e-03
2272,6,2.2105616517365e-03
2273,6,2.2106291726231601e-03
2274,6,2.21069646067917e-03
2275,6,2.2107635159045501e-03
2276,6,2.2108305711299198e-03
2277,6,2.2108971606940001e-03
2278,6,2.2109635174274401e-03
2279,6,2.2110294084995998e-03
2280,6,2.2110946010798199e-03
2281,6,2.21115932799876e-03
2282,6,2.2112226579338299e-03
2283,6,2.2112843580543999e-03
2284,6,2.21134326420724e-03
2285,6,2.21139751374722e-03
2286,6,2.21144524402916e-03
2287,6,2.2114841267466502e-03
2288,6,2.2115125320851798e-03
2289,6,2.2115339525043999e-03
2290,6,2.2115583997219801e-03
2291,6,2.2116019390523399e-03
2292,6,2.2116771433502401e-03
2293,6,2.2117823828011799e-03
2294,6,2.2118964698165699e-03
2295,6,2.21199472434819e-03
2296,6,2.2120659705251499e-03
2297,6,2.2121195215731898e-03
2298,6,2.2121740039438001e-03
2299,6,2.2122405935078898e-03
2300,6,2.2123148664832102e-03
2301,6,2.2123863454908098e-03
2302,6,2.2124503739178198e-03
2303,6,2.2125106770545201e-03
2304,6,2.2125733084976699e-03
2305,6,2.21263850107789e-03
2306,6,2.2127029951661799e-03
2307,6,2.21276306547225e-03
2308,6,2.2128191776573701e-03
2309,6,2.2128752898424899e-03
2310,6,2.2129341959953299e-03
2311,6,2.2129956632852602e-03
2312,6,2.21305643208325e-03
2313,6,2.2131132427603002e-03
2314,6,2.2131665609777e-03
2315,6,2.2132194135338098e-03
2316,6,2.2132750600576401e-03
2317,6,2.2133323363959798e-03
2318,6,2.2133884485810999e-03
2319,6,2.2134410683065701e-03
2320,6,2.2134918253868801e-03
2321,6,2.2135432809591302e-03
2322,6,2.21359659917653e-03
2323,6,2.2136503830552101e-03
2324,6,2.2137025371193899e-03
2325,6,2.2137521300464899e-03
2326,6,2.2138005588203699e-03
2327,6,2.2138499189168202e-03
2328,6,2.21390044316649e-03
2329,6,2.2139516659081e-03
2330,6,2.2140014916658401e-03
2331,6,2.21404968760908e-03
2332,6,2.2140962537378099e-03
2333,6,2.2141428198665402e-03
2334,6,2.21418985165656e-03
2335,6,2.2142368834465699e-03
2336,6,2.2142836824059499e-03
2337,6,2.2143293172121e-03
2338,6,2.21437425352633e-03
2339,6,2.2144187241792701e-03
2340,6,2.2144631948322101e-03
2341,6,2.2145076654851402e-03
2342,6,2.2145516704767899e-03
2343,6,2.2145952098071601e-03
2344,6,2.21463828347623e-03
2345,6,2.2146806586533798e-03
2346,6,2.2147225681692401e-03
2347,6,2.21476401202381e-03
2348,6,2.2148047573864499e-03
2349,6,2.2148448042571501e-03
2350,6,2.2148836869746399e-03
2351,6,2.2149211727082699e-03
2352,6,2.2149567957967498e-03
2353,6,2.2149903234094399e-03
2354,6,2.2150229196995501e-03
2355,6,2.2150559816509498e-03
2356,6,2.2150897420942801e-03
2357,6,2.2151232697069602e-03
2358,6,2.2151540033519298e-03
2359,6,2.2151789162307999e-03
2360,6,2.2151975426822901e-03
2361,6,2.2152150049805602e-03
2362,6,2.2152420133352301e-03
2363,6,2.21528857946396e-03
2364,6,2.2153514437377501e-03
2365,6,2.2154129110276699e-03
2366,6,2.2154555190354599e-03
2367,6,2.2154795005917501e-03
2368,6,2.2155004553496799e-03
2369,6,2.2155339829623699e-03
2370,6,2.21558194607496e-03
2371,6,2.2156324703246398e-03
2372,6,2.2156725171953401e-03
2373,6,2.2157009225338702e-03
2374,6,2.2157263010740302e-03
2375,6,2.2157579660415602e-03
2376,6,2.21579638309777e-03
2377,6,2.2158359643071899e-03
2378,6,2.2158706560730899e-03
2379,6,2.21589952707291e-03
2380,6,2.2159263025969302e-03
2381,6,2.2159544751048101e-03
2382,6,2.2159849759191301e-03
2383,6,2.21601594239473e-03
2384,6,2.21604597754776e-03
2385,6,2.2160746157169299e-03
2386,6,2.2161023225635299e-03
2387,6,2.2161297965794802e-03
2388,6,2.2161570377647898e-03
2389,6,2.2161845117807401e-03
2390,6,2.2162112873047599e-03
2391,6,2.2162371315061998e-03
2392,6,2.2162622772157201e-03
2393,6,2.21628695726395e-03
2394,6,2.2163116373121699e-03
2395,6,2.2163367830216902e-03
2396,6,2.2163616959005599e-03
2397,6,2.2163856774568601e-03
2398,6,2.2164089605212199e-03
2399,6,2.2164315450936599e-03
2400,6,2.2164538968354498e-03
2401,6,2.2164762485772402e-03
2402,6,2.2164981346577402e-03
2403,6,2.2165197879076e-03
2404,6,2.2165407426655301e-03
2405,6,2.2165609989315302e-03
2406,6,2.2165812551975298e-03
2407,6,2.2166010458022399e-03
2408,7,2.2166203707456602e-03
2409,7,2.2166620474308699e-03
2410,7,2.2166953422129202e-03
2411,7,2.2167363204061998e-03
2412,7,2.2167724091559601e-03
2413,7,2.2168064024299401e-03
2414,7,2.2168364375829701e-03
2415,7,2.21686344593763e-03
2416,7,2.2168885916471499e-03
2417,7,2.2169123403728e-03
2418,7,2.2169344592839501e-03
2419,7,2.2169507574289998e-03
2420,7,2.2169593721628202e-03
2421,7,2.2169603034853901e-03
2422,7,2.2169603034853901e-03
2423,7,2.2169731091707902e-03
2424,7,2.21701036207378e-03
2425,7,2.2170725278556299e-03
2426,7,2.2171433083713098e-03
2427,7,2.2171968594193502e-03
2428,7,2.2172234021127198e-03
2429,7,2.21723807044327e-03
2430,7,2.2172641474753601e-03
2431,7,2.21730954945087e-03
2432,7,2.21736147068441e-03
2433,7,2.2174022160470499e-03
2434,7,2.2174296900630002e-03
2435,7,2.21745599992573e-03
2436,7,2.2174930199980701e-03
2437,7,2.2175386548042302e-03
2438,7,2.2175838239490999e-03
2439,7,2.2176229394972298e-03
2440,7,2.2176576312631399e-03
2441,7,2.2176930215209701e-03
2442,7,2.2177326027303899e-03
2443,7,2.2177766077220401e-03
2444,7,2.2178227081894901e-03
2445,7,2.2178678773343602e-03
2446,7,2.2179116494953602e-03
2447,7,2.2179554216563702e-03
2448,7,2.2180005908012399e-03
2449,7,2.2180483210831898e-03
2450,7,2.2180983796715702e-03
2451,7,2.2181491367518902e-03
2452,7,2.2181991953402801e-03
2453,7,2.21824925392866e-03
2454,7,2.2183009423315499e-03
2455,7,2.2183549590408802e-03
2456,7,2.2184103727340698e-03
2457,7,2.21846648491919e-03
2458,7,2.2185228299349499e-03
2459,7,2.2185796406120101e-03
2460,7,2.2186378482729201e-03
2461,7,2.2186974529176998e-03
2462,7,2.21875822171569e-03
2463,7,2.2188194561749701e-03
2464,7,2.2188811562955401e-03
2465,7,2.21894378773868e-03
2466,7,2.2190071176737499e-03
2467,7,2.2190709132701202e-03
2468,7,2.2191349416971198e-03
2469,7,2.21919920295477e-03
2470,7,2.2192634642124202e-03
2471,7,2.2193274926394198e-03
2472,7,2.2193910554051399e-03
2473,7,2.2194543853402099e-03
2474,7,2.2195170167833601e-03
2475,7,2.2195791825652101e-03
2476,7,2.2196420468390001e-03
2477,7,2.2197063080966499e-03
2478,7,2.2197728976607301e-03
2479,7,2.2198422811925398e-03
2480,7,2.2199142258614302e-03
2481,7,2.2199871018528899e-03
2482,7,2.2200602106749998e-03
2483,7,2.2201326210051801e-03
2484,7,2.2202041000127801e-03
2485,7,2.2202753461897399e-03
2486,7,2.2203461267054098e-03
2487,7,2.2204173728823701e-03
2488,7,2.2204886190593199e-03
2489,7,2.22056079655886e-03
2490,7,2.2206346038729e-03
2491,7,2.22071004100144e-03
2492,7,2.2207864094525602e-03
2493,7,2.2208602167666002e-03
2494,7,2.2209296002983999e-03
2495,7,2.22099549137056e-03
2496,7,2.2210592869669199e-03
2497,7,2.2211233153939199e-03
2498,7,2.2211880423128601e-03
2499,7,2.2212532348930801e-03
2500,7,2.2213179618120202e-03
2501,7,2.22138222306967e-03
2502,7,2.22144625149667e-03
2503,7,2.22150958143175e-03
2504,7,2.2215722128748898e-03
2505,7,2.22163298167288e-03
2506,7,2.2216918878257301e-03
2507,7,2.2217491641640698e-03
2508,7,2.2218052763491899e-03
2509,7,2.2218609228730202e-03
2510,7,2.22191610373557e-03
2511,7,2.22197081893682e-03
2512,7,2.2220250684768001e-03
2513,7,2.2220783866941899e-03
2514,7,2.2221307735890202e-03
2515,7,2.2221819963306202e-03
2516,7,2.2222322877496498e-03
2517,7,2.2222811821848202e-03
2518,7,2.22232937812805e-03
2519,7,2.22237664274871e-03
2520,7,2.2224229760468002e-03
2521,7,2.2224686108529598e-03
2522,7,2.22251331433654e-03
2523,7,2.22255708649755e-03
2524,7,2.2225999273359802e-03
2525,7,2.22264230251312e-03
2526,7,2.2226837463676899e-03
2527,7,2.22272425889969e-03
2528,7,2.2227643057703998e-03
2529,7,2.2228034213185302e-03
2530,7,2.22284183837473e-03
2531,7,2.2228795569390102e-03
2532,7,2.2229163441807001e-03
2533,7,2.2229526657611101e-03
2534,7,2.22298828884959e-03
2535,7,2.2230232134461399e-03
2536,7,2.22305743955076e-03
2537,7,2.2230909671634401e-03
2538,7,2.2231237962842001e-03
2539,7,2.22315592691302e-03
2540,7,2.22318712621927e-03
2541,7,2.2232173942029498e-03
2542,7,2.2232467308640502e-03
2543,7,2.2232749033719301e-03
2544,7,2.2233014460653101e-03
2545,7,2.22332659177482e-03
2546,7,2.22334964200854e-03
2547,7,2.2233705967664701e-03
2548,7,2.2233903873711798e-03
2549,7,2.2234094794839599e-03
2550,7,2.2234297357499599e-03
2551,7,2.2234520874917498e-03
2552,7,2.2234763018786899e-03
2553,7,2.2234998177737002e-03
2554,7,2.2235198412090501e-03
2555,7,2.22353474237025e-03
2556,7,2.2235452197492101e-03
2557,7,2.2235547658055999e-03
2558,7,2.22356873564422e-03
2559,7,2.2235910873860099e-03
2560,7,2.2236232180148402e-03
2561,7,2.2236623335629702e-03
2562,7,2.2237021476030302e-03
2563,7,2.2237352095544299e-03
2564,7,2.2237601224333e-03
2565,7,2.2237803786993001e-03
2566,7,2.2238020319491599e-03
2567,7,2.2238262463360999e-03
2568,7,2.22385115921497e-03
2569,7,2.2238746751099799e-03
2570,7,2.22389562986791e-03
2571,7,2.2239149548113298e-03
2572,7,2.2239328827708999e-03
2573,7,2.2239494137466002e-03
2574,7,2.2239657118916499e-03
2575,7,2.2239834070205701e-03
2576,8,2.2240031976252799e-03
2577,8,2.2240106482058798e-03
2578,8,2.22401833161712e-03
2579,8,2.2240430116653399e-03
2580,8,2.2240658290684201e-03
2581,8,2.2240851540118499e-03
2582,8,2.2241023834794799e-03
2583,8,2.2241193801164601e-03
2584,8,2.2241363767534499e-03
2585,8,2.2241536062210798e-03
2586,8,2.22417106851935e-03
2587,8,2.2241966798901601e-03
2588,8,2.2241966798901601e-03
2589,8,2.2241966798901601e-03
2590,8,2.2241966798901601e-03
2591,8,2.2241966798901601e-03
2592,8,2.2241966798901601e-03
2593,7,2.2191668394952999e-03
2594,7,2.2342593874782302e-03
2595,7,2.2590204607695302e-03
2596,7,2.2693579085171201e-03
2597,7,2.27579800412059e-03
2598,7,2.2833358962088802e-03
2599,7,2.2897769231349199e-03
2600,7,2.2941024508327198e-03
2601,7,2.2975576575845502e-03
2602,7,2.3010759614407999e-03
2603,7,2.3043921682983602e-03
2604,7,2.30699451640248e-03
2605,7,2.30901222676039e-03
2606,7,2.31089256703854e-03
2607,7,2.3127761669457002e-03
2608,7,2.3145077284425501e-03
2609,7,2.3160076234489701e-03
2610,7,2.3173820227384602e-03
2611,7,2.31872894801199e-03
2612,7,2.3199950810521802e-03
2613,7,2.3210723884403701e-03
2614,7,2.32197321020067e-03
2615,7,2.3228088393807398e-03
2616,7,2.3236530832946301e-03
2617,7,2.3244752082973701e-03
2618,7,2.3252170067280501e-03
2619,7,2.3258745204657299e-03
2620,7,2.3264824412763101e-03
2621,7,2.32706614769995e-03
2622,7,2.3276240099221498e-03
2623,7,2.3281362373381901e-03
2624,7,2.3285963106900501e-03
2625,7,2.3290170356631301e-03
2626,7,2.32941471040249e-03
2627,7,2.3297970183193701e-03
2628,7,2.3301597684621798e-03
2629,7,2.3304957430809702e-03
2630,7,2.3308084346353999e-03
2631,7,2.3310980759561101e-03
2632,7,2.3313588462769998e-03
2633,7,2.3315961007028801e-03
2634,7,2.33181845396757e-03
2635,7,2.3320252075791398e-03
2636,7,2.3322151973843601e-03
2637,7,2.3323898203671e-03
2638,7,2.3325504735112199e-03
2639,7,2.3327013477683102e-03
2640,7,2.3328489623963798e-03
2641,7,2.33299564570189e-03
2642,7,2.33313394710422e-03
2643,7,2.3332587443292102e-03
2644,7,2.3333742283284699e-03
2645,7,2.3334876168519302e-03
2646,7,2.33359914273024e-03
2647,7,2.3337025195360201e-03
2648,7,2.3337982129305601e-03
2649,7,2.3338925093412399e-03
2650,7,2.3339833132922602e-03
2651,7,2.33406666666269e-03
2652,7,2.3341451305896e-03
2653,7,2.3342231288552302e-03
2654,7,2.3342974018305501e-03
2655,7,2.33436585403979e-03
2656,7,2.33443221077323e-03
2657,7,2.3344976361840998e-03
2658,7,2.33455956913531e-03
2659,7,2.33461777679622e-03
2660,7,2.3346743546426301e-03
2661,7,2.3347300011664599e-03
2662,7,2.3347840178757902e-03
2663,7,2.3348350077867499e-03
2664,7,2.33488413505256e-03
2665,7,2.33493256382644e-03
2666,7,2.3349798284471e-03
2667,7,2.33502476476133e-03
2668,7,2.3350678384303999e-03
2669,7,2.3351097479462602e-03
2670,7,2.3351502604782599e-03
2671,7,2.3351889103650999e-03
2672,7,2.3352263960987299e-03
2673,7,2.3352627176791399e-03
2674,7,2.3352983407676198e-03
2675,7,2.3353323340415998e-03
2676,7,2.3353656288236401e-03
2677,7,2.33539775945246e-03
2678,7,2.3354291915893598e-03
2679,7,2.33545945957303e-03
2680,7,2.3354890290647702e-03
2681,7,2.3355179000645902e-03
2682,7,2.33554583974183e-03
2683,7,2.3355730809271301e-03
2684,7,2.3355996236205101e-03
2685,7,2.3356252349913099e-03
2686,7,2.3356503807008301e-03
2687,7,2.3356748279184099e-03
2688,7,2.33569857664406e-03
2689,7,2.3357218597084301e-03
2690,7,2.3357444442808602e-03
2691,7,2.3357665631920099e-03
2692,7,2.3357875179499401e-03
2693,7,2.33580754138529e-03
2694,7,2.3358261678367901e-03
2695,8,2.3358454927802099e-03
2696,8,2.3359330371022198e-03
2697,8,2.3360033519566098e-03
2698,8,2.3360734339803501e-03
2699,8,2.3361358325928402e-03
2700,8,2.3361893836408901e-03
2701,8,2.3362354841083301e-03
2702,8,2.33628088608384e-03
2703,8,2.33632349409163e-03
2704,8,2.33636214397848e-03
2705,8,2.33640079386532e-03
2706,8,2.33643990941346e-03
2707,8,2.3364766966551499e-03
2708,8,2.3365123197436298e-03
2709,8,2.3365495726466201e-03
2710,8,2.3365865927189602e-03
2711,8,2.3366222158074401e-03
2712,8,2.3366585373878501e-03
2713,8,2.33669532462955e-03
2714,8,2.3367311805486701e-03
2715,8,2.3367672692984299e-03
2716,8,2.3368045222014202e-03
2717,8,2.3368420079350502e-03
2718,8,2.3368794936686802e-03
2719,8,2.3369176778942299e-03
2720,8,2.3369567934423698e-03
2721,8,2.3369961418211499e-03
2722,8,2.3370357230305702e-03
2723,8,2.3370762355625599e-03
2724,8,2.3371169809252002e-03
2725,8,2.33715819194913e-03
2726,8,2.3371998686343401e-03
2727,8,2.3372422438114899e-03
2728,8,2.33728508464992e-03
2729,8,2.3373281583189999e-03
2730,8,2.3373723961412898e-03
2731,8,2.33741709962487e-03
2732,8,2.3374620359391e-03
2733,8,2.3375079035758998e-03
2734,8,2.33755423687398e-03
2735,8,2.3376012686639998e-03
2736,8,2.33764876611531e-03
2737,8,2.3376969620585398e-03
2738,8,2.3377453908324198e-03
2739,8,2.3377945180982399e-03
2740,8,2.3378441110253299e-03
2741,8,2.3378941696137199e-03
2742,8,2.3379446938633901e-03
2743,8,2.3379954509437102e-03
2744,8,2.3380466736853101e-03
2745,8,2.3380981292575602e-03
2746,8,2.3381500504910898e-03
2747,8,2.3382019717246298e-03
2748,8,2.3382543586194498e-03
2749,8,2.3383067455142702e-03
2750,8,2.3383591324091001e-03
2751,8,2.3384117521345598e-03
2752,8,2.3384641390293802e-03
2753,8,2.3385165259242101e-03
2754,8,2.3385691456496698e-03
2755,8,2.3386229295283599e-03
2756,8,2.3386769462376798e-03
2757,8,2.3387297987937901e-03
2758,8,2.3387821856886101e-03
2759,8,2.3388352710753701e-03
2760,8,2.3388888221234101e-03
2761,8,2.3389419075101601e-03
2762,8,2.3389942944049801e-03
2763,8,2.3390469141304502e-03
2764,8,2.3390995338559198e-03
2765,8,2.33915215358138e-03
2766,8,2.3392043076455602e-03
2767,8,2.3392562288790898e-03
2768,8,2.3393081501126298e-03
2769,8,2.3393598385155201e-03
2770,8,2.3394112940877702e-03
2771,8,2.33946228399873e-03
2772,8,2.3395132739096902e-03
2773,8,2.33956379815936e-03
2774,8,2.3396138567477499e-03
2775,8,2.3396636825054901e-03
2776,8,2.33971304260194e-03
2777,8,2.3397619370371099e-03
2778,8,2.3398103658109899e-03
2779,8,2.3398585617542302e-03
2780,8,2.33990675769746e-03
2781,8,2.3399547208100601e-03
2782,8,2.3400019854307201e-03
2783,8,2.34004855155945e-03
2784,8,2.3400941863656001e-03
2785,8,2.3401393555104702e-03
2786,8,2.34018405899405e-03
2787,8,2.34022899530828e-03
2788,8,2.3402741644531501e-03
2789,8,2.3403181694447999e-03
2790,8,2.3403600789606602e-03
2791,8,2.3404008243233e-03
2792,8,2.34044226817787e-03
2793,8,2.34048557467759e-03
2794,8,2.34052818268538e-03
2795,8,2.3405677638947998e-03
2796,8,2.3406068794429298e-03
2797,8,2.3406483232975002e-03
2798,8,2.34068906866014e-03
2799,8,2.3407267872244098e-03
2800,8,2.34076334163547e-03
2801,8,2.3408012930303799e-03
2802,8,2.3408390115946501e-03
2803,8,2.3408739361911999e-03
2804,8,2.34090746380389e-03
2805,8,2.3409430868923699e-03
2806,8,2.34098010696471e-03
2807,8,2.3410166613757602e-03
2808,8,2.3410511203110201e-03
2809,8,2.3410837166011299e-03
2810,8,2.3411153815686698e-03
2811,8,2.3411477450281399e-03
2812,8,2.3411805741488899e-03
2813,8,2.34121130779386e-03
2814,8,2.3412392474710898e-03
2815,8,2.3412657901644698e-03
2816,8,2.3412921000272001e-03
2817,8,2.34132027253509e-03
2818,8,2.34135193750262e-03
2819,8,2.3413866292685301e-03
2820,8,2.3414194583892801e-03
2821,8,2.34144646674395e-03
2822,8,2.3414692841470198e-03
2823,8,2.3414930328726799e-03
2824,8,2.34152027405798e-03
2825,8,2.34154798090458e-03
2826,8,2.3415717296302301e-03
2827,8,2.3415929172188e-03
2828,8,2.3416162002831702e-03
2829,8,2.3416432086378301e-03
2830,8,2.3416711483150699e-03
2831,8,2.3416967596858701e-03
2832,8,2.34171911142766e-03
2833,8,2.34173983335495e-03
2834,8,2.3417607881128801e-03
2835,8,2.34178313985467e-03
2836,8,2.3418057244271001e-03
2837,8,2.3418271448463202e-03
2838,9,2.3418469354510299e-03
2839,9,2.3418383207172199e-03
2840,9,2.3418499622494e-03
2841,9,2.3418713826686101e-03
2842,9,2.34189443290234e-03
2843,9,2.34191911295056e-03
2844,9,2.3419412318617101e-03
2845,9,2.3419610224664198e-03
2846,9,2.34198197722435e-03
2847,9,2.34200386330485e-03
2848,9,2.3420248180627801e-03
2849,9,2.3420443758368501e-03
2850,9,2.3420632351189899e-03
2851,9,2.3420632351189899e-03
2852,9,2.3420632351189899e-03
2853,9,2.3420632351189899e-03
2854,9,2.3420632351189899e-03
2855,9,2.3420632351189899e-03
,,
